CIA - The World Factbook -- Field Listing :: Political parties and leaders   

This entry includes a listing of significant political organizations and their leaders.

| Country | Political parties and leaders |
| | *Kurdish parties (considered illegal):* Azadi Party [Kheirudin MURAD]; Future Party [Masha'l TAMMO]; Kurdish Democratic Alliance (includes four parties); Kurdish Democratic Front (includes three parties); Yekiti Party [Fu'ad ALEYKO] |
| | *other parties:* Syrian Democratic Party [Mustafa QALAAJI] |
| **Taiwan** | Democratic Progressive Party or DPP [TSAI Ing-wen]; Kuomintang or KMT (Nationalist Party) [MA Ying-jeou]; Non-Partisan Solidarity Union or NPSU [LIN Pin-kuan]; People First Party or PFP [James SOONG] |
| **Tajikistan** | Agrarian Party of Tajikistan or APT [Amir QARAQULOV]; Democratic Party or DPT [Mahmadruzi ISKANDAROV (imprisoned October 2005); Rahmatullo VALIYEV, deputy]; Islamic Revival Party [Muhiddin KABIRI]; Party of Economic Reform or PER [Olimjon BOBOEV]; People's Democratic Party of Tajikistan or PDPT [Emomali RAHMON]; Social Democratic Party or SDPT [Rahmatullo ZOYIROV]; Socialist Party or SPT [Mirhuseyn NARZIEV]; Tajik Communist Party or CPT [Shodi SHABDOLOV] |
| | *note:* for the DPT, the Ministry of Justice named a new chairman, Masud SOBIROV, in 2006; Mr. ISKANDAROV's supporters do not recognize Mr. SOBIROV; for the SPT, the Ministry of Justice named a new chairman, Abduhalim GHAFAROV, in 2004; Mr. NARZIEV's supporters do not recognize Mr. GHAFAROV |
| **Tanzania** | Chama Cha Demokrasia na Maendeleo (Party of Democracy and Development) or CHADEMA [Willibrod SLAA]; Chama Cha Mapinduzi or CCM (Revolutionary Party) [Jakaya Mrisho KIKWETE]; Civic United Front or CUF [Ibrahim LIPUMBA]; Democratic Party [Christopher MTIKLA] (unregistered); National Convention for Construction and Reform - Mageuzi [Hashim RUNGWE]; Tanzania Labor Party or TLP [Mutamwega MUGAHWYA]; United Democratic Party or UDP [Fahma DOVUTWA] |
| **Thailand** | Chat Pattana Party or CPN (Nation Development Party [WANNARAT Channukun]; Chat Thai Phattana Party or CTP (Thai Nation Development Party) [CHUMPON Silpa-archa]; Phalang Chon Party (Chonburi Power Party) [CHAO Manivong]; Phumjai (Bhumjai) Thai Party or PJT (Thai Pride) [CHAWARAT Chanvirakun]; Prachathipat Party or DP (Democrat Party) [ABHISIT Wechachiwa, also spelled ABHISIT Vejjajiva]; Puea Thai Party (For Thais Party) or PTP [YONGYUTH Wichaidit]; Rak Prathet Thai Party (Love Thailand Party) [YONGYUTH Wichaidit] |
| **Timor-Leste** | Democratic Party or PD [Fernando de ARAUJO]; National Congress for Timorese Reconstruction or CNRT [Xanana GUSMAO]; National Democratic Union of Timorese Resistance or UNDERTIM [Cornelio DA Conceicao GAMA]; National Unity Party or PUN [Fernanda BORGES]; People's Party of Timor or PPT [Jacob XAVIER]; Revolutionary Front of Independent Timor-Leste or FRETILIN [Mari ALKATIRI]; Social Democratic Association of Timor or ASDT [Francisco Xavier do AMARAL]; Social Democratic Party or PSD [Zacarias Albano da COSTA]; Sons of the Mountain Warriors or KOTA [Manuel TILMAN] (also known as Association of Timorese Heroes) |
| **Togo** | Action Committee for Renewal or CAR [Yawovi AGBOYIBO]; Democratic Convention of African Peoples or CDPA; Democratic Party for Renewal or PDR; Juvento [Monsilia DJATO]; Movement of the Believers of Peace and Equality or MOCEP; National Alliance for Change or ANC [Jean-Pierre FABRE]; Pan-African Patriotic Convergence or CPP; Rally for the Support for Development and Democracy or RSDD [Harry OLYMPIO]; Rally of the Togolese People or RPT [Faure GNASSINGBE]; Socialist Pact for Renewal or PSR; Union for Democracy and Social Progress or UDPS [Gagou KOKOU]; Union of Forces for Change or UFC [Gilchrist OLYMPIO] |
| **Tokelau** | none |
| **Tonga** | Democratic Party of the Friendly Islands [Samuela 'Akilisi POHIVA]; People's Democratic Party or PDP [Tesina FUKO]; Sustainable Nation-Building Party [Sione FONUA]; Tonga Democratic Labor Party [NA]; Tonga Human Rights and Democracy Movement or THRDM [Uliti UATA] |
| **Trinidad and Tobago** | Congress of the People or COP [Winston DOOKERAN]; Democratic Action Congress or DAC [Hochoy CHARLES] (only active in Tobago); Democratic National Alliance or DNA [Gerald YETMING] (coalition of NAR, DDPT, MND); Movement for National Development or MND [Garvin NICHOLAS]; National Alliance for Reconstruction or NAR [Dr. Carson CHARLES]; People's National Movement or PNM [Patrick MANNING]; Tobago Organization of the People or TOP [Ashworth JACK]; United National Congress or UNC [Kamla PERSAD-BISSESSAR] |
| **Tunisia** | Afek Tounes [Emna MINF]; al-Nahda (The Renaissance) [Rachid GHANNOUCHI]; Congress Party for the Republic or CPR [Moncef MARZOUKI]; Democratic Forum for Labor and Liberties or FDTL (Ettakatol) [Mustapha Ben JAAFAR]; Democratic Modernist Pole or PDM (a coalition); Democratic Socialist Movement or MDS; Et-Tajdid Movement [Ahmed IBRAHIM]; Green Party for Progress or PVP [Mongi KHAMASSI]; Liberal Social Party or PSL [Mondher THABET]; Movement of Socialist Democrats or MDS [Ismail BOULAHYA]; Popular Petition (Aridha Chaabia) [Hachemi HAMDI]; Popular Unity Party or PUP [Mohamed BOUCHIHA]; Progressive Democratic Party or PDP [Maya JERIBI]; The Initiative [Kamel MORJANE] (formerly the Constitutional Democratic Rally or RCD); Tunisian Workers' Communist Party or PCOT [Hamma HAMMAMI]; Unionist Democratic Union or UDU [Ahmed INOUBLI] |
| **Turkey** | Democratic Left Party or DSP [Masum TURKER]; Democratic Party or DP [Namik Kemal ZEYBEK]; Equality and Democracy Party or EDP [Ziva HALIS]; Felicity Party or SP [Necmettin ERBAKAN] (sometimes translated as Contentment Party); Freedom and Solidarity Party or ODP [Alper TAS]; Grand Unity Party or BBP [Yalcin TOPCU]; Justice and Development Party or AKP [Recep Tayyip ERDOGAN]; Nationalist Movement Party or MHP [Devlet BAHCELI]; Peace and Democracy Party or BDP [Selahattin DEMIRTAS]; People's Voice Party or HSP [Numan KURTULMUS]; Republican People's Party or CHP [Kemal KILICDAROGLU]; Turkey Party or TP [Abdullatif SENER] |
| | *note:* the parties listed above are some of the more significant of the 61 parties that Turkey had according to the Ministry of Interior statistics current as of May 2009 |
| **Turkmenistan** | Democratic Party of Turkmenistan or DPT [Gurbanguly BERDIMUHAMEDOW is chairman; Kasymguly BABAYEW is DPT Political Council First Secretary] |
| | *note:* formal opposition parties are outlawed; unofficial, small opposition movements exist abroad; the three most prominent opposition groups-in-exile are the National Democratic Movement of Turkmenistan (NDMT), the Republican Party of Turkmenistan, and the Watan (Fatherland) Party; the NDMT was led by former Foreign Minister Boris SHIKHMURADOV until his arrest and imprisonment in the wake of the 25 November 2002 attack on President NYYAZOW's motorcade |
| **Turks and Caicos Islands** | People's Democratic Movement or PDM [Floyd SEYMOUR]; Progressive National Party or PNP [Michael Eugene MISICK] |
| **Tuvalu** | there are no political parties but members of parliament usually align themselves in informal groupings |
| **Uganda** | Conservative Party or CP [Ken LUKYAMUZI]; Democratic Party or DP [Kizito SSEBAANA]; Forum for Democratic Change or FDC [Kizza BESIGYE]; Inter-Party Co-operation or IPC (a coalition of opposition groups); Justice Forum or JEEMA [Muhammad Kibirige MAYANJA]; National Resistance Movement or NRM [Yoweri MUSEVENI]; Peoples Progressive Party or PPP [Bidandi SSALI]; Ugandan People's Congress or UPC [Miria OBOTE] |
| | *note:* a national referendum in July 2005 opened the way for Uganda's transition to a multi-party political system |
| **Ukraine** | Block of Yuliya Tymoshenko-Batkivshchyna (BYuT-Batkivshchyna) [Yuliya TYMOSHENKO]; Communist Party of Ukraine or CPU [Petro SYMONENKO]; European Party of Ukraine [Mykola KATERYNCHUK]; Forward Ukraine! [Viktor MUSIYAKA]; Front of Change [Arseniy YATSENYUK]; Lytvyn Bloc (composed of People's Party and Labor Party of Ukraine) [Volodymyr LYTVYN]; Our Ukraine [Viktor YUSHCHENKO]; Party of Industrialists and Entrepreneurs [Anatoliy KINAKH]; Party of Regions [Viktor YANUKOVYCH]; Party of the Defenders of the Fatherland [Yuriy KARMAZIN]; People's Movement of Ukraine (Rukh) [Borys TARASYUK]; People's Party [Volodymyr LYTVYN]; Peoples' Self-Defense [Yuriy LUTSENKO]; PORA! (It's Time!) party [Vladyslav KASKIV]; Progressive Socialist Party [Natalya VITRENKO]; Reforms and Order Party [Viktor PYNZENYK]; Sobor [Anatoliy MATVIYENKO]; Social Democratic Party [Yevhen KORNICHUK]; Social Democratic Party (United) or SDPU(o) [Yuriy ZAHORODNIY]; Socialist Party of Ukraine or SPU [Oleksandr MOROZ]; Strong Ukraine [SERHIY TIHIPKO]; Ukrainian People's Party [Yuriy KOSTENKO]; United Center [Viktor BALOHA]; Viche [Inna BOHOSLOVSKA] |
| **United Arab Emirates** | none; political parties are not allowed |
| **United Kingdom** | Conservative [David CAMERON]; Democratic Unionist Party or DUP (Northern Ireland) [Peter ROBINSON]; Labor Party [Ed MILIBAND]; Liberal Democrats (Lib Dems) [Nick CLEGG]; Party of Wales (Plaid Cymru) [Ieuan Wyn JONES]; Scottish National Party or SNP [Alex SALMOND]; Sinn Fein (Northern Ireland) [Gerry ADAMS]; Social Democratic and Labor Party or SDLP (Northern Ireland) [Margaret RICHIE]; Ulster Unionist Party (Northern Ireland) [Tom ELLIOTT] |
| **United States** | Democratic Party [Debbie Wasserman SCHULTZ]; Green Party; Libertarian Party [Mark HINKLE]; Republican Party [Reince PRIEBUS] |
| **Uruguay** | Broad Front (Frente Amplio) - formerly known as the Progressive Encounter/Broad Front Coalition or EP-FA [Jorge BROVETTO] (a broad governing coalition that includes Movement of the Popular Participation or MPP, New Space Party (Nuevo Espacio) [Rafael MICHELINI], Progressive Alliance (Alianza Progresista) [Rodolfo NIN NOVOA], Socialist Party [Eduardo FERNANDEZ and Reinaldo GARGANO], Communist Party [Eduardo LORIER], Uruguayan Assembly (Asamblea Uruguay) [Danilo ASTORI], and Vertiente Artiguista [Mariano ARANA]); Colorado Party (Foro Batllista) [Pedro BORDABERRY and Julio Maria SANGUINETTI]; National Party or Blanco [Luis Alberto LACALLE and Jorge LARRANAGA] |
| **Uzbekistan** | Adolat (Justice) Social Democratic Party [Ismoil SAIFNAZAROV]; Ecological Movement of Uzbekistan [Boriy ALIXONOV, chairman]; Liberal Democratic Party of Uzbekistan or LDPU [Muhammadjon AHMADJONOV]; National Rebirth Party (Milliy Tiklanish) [Ahtam TURSUNOV]; People's Democratic Party or NDP (formerly Communist Party) [Latif GULOMOV] |
| **Vanuatu** | Greens Confederation or GC [Moana CARCASSES]; Jon Frum Movement or JF [Song KEASPAI]; Melanesian Progressive Party or MPP [Barak SOPE]; Nagriamel movement or NAG [Havo MOLI]; Namangi Aute or NA [Paul TELUKLUK]; National United Party or NUP [Ham LINI]; People's Action Party or PAP [Peter VUTA]; People's Progressive Party or PPP [Sato KILMAN]; Shepherds Alliance Party [leader NA]; Union of Moderate Parties or UMP [Serge VOHOR]; Vanua'aku Pati (Our Land Party) or VP [Edward NATAPEI]; Vanuatu Family First Party or VFFP [Eta RORI]; Vanuatu Labor Party or VLP [Joshua KALSAKAU]; Vanuatu National Party or VNP [Issac HAMARILIU]; Vanuatu Republican Farmers Party or VPRFP [Jean RAVOU]; Vanuatu Republican Party or VRP [Maxime Carlot KORMAN] |
| **Venezuela** | A New Time or UNT [Omar BARBOZA]; Brave People's Alliance or ABP [Oscar PEREZ, currently in exile]; Christian Democrats or COPEI [Roberto ENRIQUEZ]; Communist Party of Venezuela or PCV [Oscar FIGUERA]; Democratic Action or AD [Henry RAMOS Allup]; Fatherland for All or PPT [Jose ALBORNOZ]; For Social Democracy or PODEMOS [Ismael GARCIA]; Justice First [Julio BORGES]; Movement Toward Socialism or MAS [Nicolas SOSA]; The Radical Cause [Daniel SANTOLO]; United Socialist Party of Venezuela or PSUV [Hugo CHAVEZ]; Venezuela Project or PV [Henrique SALAS Romer] |
| **Vietnam** | Communist Party of Vietnam or CPV [Nguyen Phu TRONG]; other parties proscribed |
| **Virgin Islands** | Democratic Party [Arturo WATLINGTON]; Independent Citizens' Movement or ICM [Usie RICHARDS]; Republican Party [Gary SPRAUVE] |
| **Wallis and Futuna** | Lua Kae Tahi (Giscardians); Mouvement des Radicaux de Gauche or MRG; Rally for the Republic or RPR (UMP); Socialist Party or PS; Taumu'a Lelei; Union Populaire Locale or UPL; Union Pour la Democratie Francaise or UDF |
| **Yemen** | General People's Congress or GPC [Abdul-Kader BAJAMMAL]; Islamic Reform Grouping or Islah [Muhammed Abdallah AL-YADUMI]; Nasserite Unionist Party [Abd al-Malik al-MAKHLAFI]; National Arab Socialist Ba'th Party [Dr. Qasim SALAM]; Yemeni Socialist Party or YSP [Yasin Said NU'MAN]; note - there are at least seven more active political parties |
| **Zambia** | Alliance for Democracy and Development or ADD [Charles MILUPI]; Forum for Democracy and Development or FDD [Edith NAWAKWI]; Heritage Party or HP [Godfrey MIYANDA]; Movement for Multiparty Democracy or MMD [Rupiah BANDA]; National Restoration Party or NAREP [Elias CHIPIMO]; Party of Unity for Democracy and Development or PUDD [Dan PULE]; Patriotic Front or PF [Michael SATA]; Reform Party [Nevers MUMBA]; United Democratic Alliance or UDA (a coalition of RP, ZADECO, PUDD, and ZRP); United Liberal Party or ULP [Sakwiba SIKOTA]; United National Independence Party or UNIP [Tilyenji KAUNDA]; United Party for National Development or UPND [Hakainde HICHILEMA]; Zambia Democratic Congress or ZADECO [Langton SICHONE]; Zambian Republican Party or ZRP [Benjamin MWILA] |
| **Zimbabwe** | African National Party or ANP [Egypt DZINEMUNHENZVA]; Movement for Democratic Change or MDC [Morgan TSVANGIRAI]; Movement for Democratic Change - Mutambara or MDC-M [Arthur MUTAMBARA] (splinter faction of the MDC); Peace Action is Freedom for All or PAFA; United Parties [Abel MUZOREWA]; United People's Party or UPP [Daniel SHUMBA]; Zimbabwe African National Union-Ndonga or ZANU-Ndonga [Wilson KUMBULA]; Zimbabwe African National Union-Patriotic Front or ZANU-PF [Robert Gabriel MUGABE]; Zimbabwe African Peoples Union or ZAPU [Agrippa MADLELA]; Zimbabwe Youth in Alliance or ZIYA |
