CIA - The World Factbook -- Field Listing - Political parties and leaders

| Country | Political parties and leaders |
| **South Africa** | African Christian Democratic Party or ACDP [Kenneth MESHOE]; African National Congress or ANC [Thabo MBEKI]; Democratic Alliance or DA [Helen ZILLE]; Freedom Front Plus or FF+ [Pieter MULDER]; Inkatha Freedom Party or IFP [Mangosuthu BUTHELEZI]; New National Party or NNP; Pan-Africanist Congress or PAC [Motsoko PHEKO]; United Democratic Movement or UDM [Bantu HOLOMISA] |
| **Spain** | Aragonese Party or CHA [Bizen FUSTER]; Basque Nationalist Party or PNV [Josu Jon IMAZ]; Basque Solidarity or EA [Begona ERRAZTI]; Canarian Coalition or CC [Paulino RIVERO Baute] (a coalition of five parties); Convergence and Union or CiU [Artur MAS i Gavarro] (a coalition of the Democratic Convergence of Catalonia or CDC [Artur MAS i Gavarro] and the Democratic Union of Catalonia or UDC [Josep Antoni DURAN i LLEIDA]); Entesa Catalonia de Progress (a Senate coalition grouping four Catalan parties - PSC, ERC, ICV, EUA); Galician Nationalist Bloc or BNG [Anxo Manuel QUINTANA Gonzalez]; Initiative for Catalonia Greens or ICV [Joan SAURA i Laporta]; Navarra yes or Na Bai [Uxue BARKOS Berruezo] (a coalition of four Navarran parties); Popular Party or PP [Mariano RAJOY Brey]; Republican Left of Catalonia or ERC [Josep-Lluis CAROD-ROVIRA]; Spanish Socialist Workers Party or PSOE [Jose Luis RODRIGUEZ ZAPATERO]; United Left or IU [Gaspar LLAMAZARES Trigo] (a coalition of parties including the PCE and other small parties) |
| **Sri Lanka** | All Ceylon Tamil Congress or ACTC [A. VINAYAKAMOORTHY]; Ceylon Workers Congress or CWC [Arumugam THONDAMAN]; Communist Party or CP [D. GUNASEKERA]; Democratic United National (Lalith) Front or DUNLF [T.N.S. NANAYAKKARA]; Eelam People's Democratic Party or EPDP [Douglas DEVANANDA]; Eelam People's Revolutionary Liberation Front or EPRLF [Suresh PREMACHANDRAN]; Janatha Vimukthi Perumuna or JVP [Somawansa AMARASINGHE]; Lanka Sama Samaja Party or LSSP [Tissa VITHARANA]; Mahajana Eksath Peramuna (People's United Front) or MEP [D. GUNAWARDENE]; National Heritage Party or JHU [Ellawala METHANANDA]; National Unity Alliance or NUA [Ferial ASHRAFF]; People's Liberation Organization of Tamil Eelam or PLOTE [D. SIDHARTHAN]; Sri Lanka Freedom Party or SLFP [Mahinda RAJAPAKSA]; Sri Lanka Muslim Congress or SLMC [Rauff HAKEEM]; Sri Lanka Progressive Front or SLPF [P. Nelson PERERA]; Tamil Eelam Liberation Organization or TELO [Selvam ADAIKALANATHAN]; Tamil National Alliance or TNA [R. SAMPANTHAN]; Tamil United Liberation Front or TULF [V. ANANDASANGAREE]; United National Party or UNP [Ranil WICKREMASINGHE]; Up-country People's Front or UPF [P. CHANDRASEKARAN]; several ethnic Tamil and Muslim parties, represented in either Parliament or provincial councils |
| **Sudan** | National Congress Party or NCP [Ibrahim Ahmed OMAR]; Sudan People's Liberation Movement or SPLM [Salva Mayardit KIIR]; and elements of the National Democratic Alliance or NDA including factions of the Democratic Union Party [Muhammad Uthman al-MIRGHANI] and Umma Party [SADIQ Siddiq al-Mahdi]; note - all political parties listed above in the Government of National Unity |
| **Suriname** | Alternative-1 or A-1 (a coalition of Amazone Party of Suriname or APS [Kenneth VAN GENDEREN], Democrats of the 21st Century or D-21 [Soewarto MOESTADJA], Nieuw Suriname or NS [Radjen Nanan PANDAY], Political Wing of the FAL or PVF [Jiwan SITAL], Trefpunt 2000 or T-2000 [Arti JESSURUN]); General Interior Development Party or ABOP [Ronnie BRUNSWIJK]; National Democratic Party or NDP [Desire BOUTERSE]; New Front for Democracy and Development or NF (a coalition which includes A-Combination or A-Com, Democratic Alternative 1991 or DA-91, an independent, business-oriented party [Winston JESSURUN], National Party Suriname or NPS [Ronald VENETIAAN], United Reform Party or VHP [Ramdien SARDJOE], Pertjaja Luhur or PL [Salam Paul SOMOHARDJO], Surinamese Labor Party or SPA [Siegfried GILDS]); Party for Democracy and Development in Unity or DOE [Marten SCHALKWIJK]; People's Alliance for Progress or VVV (a coalition of Democratic National Platform 2000 or DNP-2000 [Jules WIJDENBOSCH], Grassroots Party for Renewal and Democracy or BVD [Tjan GOBARDHAN], Party for National Unity and Solidarity of the Highest Order or KTPI [Willy SOEMITA], Party for Progression, Justice, and Perseverance or PPRS [Renee KAIMAN], Pendawalima or PL [Raymond SAPOEN]); Progressive Laborers and Farmers Union or PALU [Jim HOK]; Progressive Political Party or PPP [Surinder MUNGRA]; Seeka [Paul ABENA]; Union of Progressive Surinamers or UPS [Sheoradj PANDAY] |
| **Swaziland** | the status of political parties, previously banned, is unclear under the new (2006) Constitution and currently being debated - the following are considered political associations; African United Democratic Party or AUDP [Stanley MAUNDZISA, president]; Imbokodvo National Movement or INM; Ngwane National Liberatory Congress or NNLC [Obed DLAMINI, president]; People's United Democratic Movement or PUDEMO [Mario MASUKU, president] |
| **Sweden** | Center Party [Maud OLOFSSON]; Christian Democratic Party [Goran HAGGLUND]; Environment Party the Greens [no formal leader but party spokespersons are Maria WETTERSTRAND and Peter ERIKSSON]; Left Party or V (formerly Communist) [Lars OHLY]; Moderate Party (conservative) [Fredrik REINFELDT]; People's Party [Lars LEIJONBORG]; Social Democratic Party [Mona SAHLIN] |
| **Switzerland** | Green Party (Gruene Partei der Schweiz or Grune, Parti Ecologiste Suisse or Les Verts, Partito Ecologista Svizzero or I Verdi, Partida Ecologica Svizra or La Verda) [Ruth GENNER]; Christian Democratic People's Party (Christichdemokratische Volkspartei der Schweiz or CVP, Parti Democrate-Chretien Suisse or PDC, Partito Democratico-Cristiano Popolare Svizzero or PDC, Partida Cristiandemocratica dalla Svizra or PCD) [Christophe DARBELLAY]; Radical Free Democratic Party (Freisinnig-Demokratische Partei der Schweiz or FDP, Parti Radical-Democratique Suisse or PRD, Partitio Liberal-Radicale Svizzero or PLR) [Fulvio PELLI]; Social Democratic Party (Sozialdemokratische Partei der Schweiz or SPS, Parti Socialist Suisse or PSS, Partito Socialista Svizzero or PSS, Partida Socialdemocratica de la Svizra or PSS) [Hans-Juerg FEHR]; Swiss People's Party (Schweizerische Volkspartei or SVP, Union Democratique du Centre or UDC, Unione Democratica de Centro or UDC, Uniun Democratica dal Center or UDC) [Ueli MAURER]; and other minor parties |
| **Syria** | *legal parties:* National Progressive Front or NPF [President Bashar al-ASAD, Dr. Suleiman QADDAH] (includes Arab Socialist Renaissance (Ba'th) Party [President Bashar al-ASAD]; Arab Socialist Renaissance (Ba'th) Party [President Bashar al-ASAD]; Socialist Unionist Democratic Party [Fadlallah Nasr Al-DIN]; Syrian Arab Socialist Union or ASU [Safwan QUDSI]; Syrian Communist Party (two branches) [Wissal Farha BAKDASH, Yusuf Rashid FAYSAL]; Syrian Social Nationalist Party [Ali QANSU]; Unionist Socialist Party [Fayez ISMAIL]); illegal parties: Kurdish Azadi Party [Khayr al-Din MURAD]; Kurdish Democratic Alliance [Abd al-Hamid DARWISH] (includes four parties); Kurdish Democratic Front (includes three parties but no designated leader); Kurdish Democratic Union Party or PYD [Ali MUHAMMAD]; Kurdish Future Movement; Kurdish Yekiti Party [Hasan SALEH]; National Democratic Front [Hassan Abd al-AZEM] |
| **Taiwan** | Democratic Progressive Party or DPP [CHEN Shui-bian]; Kuomintang or KMT (Nationalist Party) [WU Po-hsiung]; People First Party or PFP [James SOONG]; Taiwan Solidarity Union or TSU [HUANG Kun-hui]; other minor parties including the Chinese New Party or NP |
| **Tajikistan** | Agrarian Party of Tajikistan or APT [Amir KARAKULOV]; Democratic Party or DPT [Mahmadruzi ISKANDAROV (imprisoned October 2005); Rahmatullo VALIYEV, deputy]; Islamic Revival Party [Muhiddin KABIRI]; Party of Economic Reform or PER [Olimzon BOBOYEV]; People's Democratic Party of Tajikistan or PDPT [Emomali RAHMONOV]; Social Democratic Party or SDPT [Rahmatullo ZOYIROV]; Socialist Party or SPT [Abdualim GHAFFOROV]; Tajik Communist Party or CPT [Shodi SHABDOLOV] |
| **Tanzania** | Chama Cha Demokrasia na Maendeleo (Party of Democracy and Development) or CHADEMA [Bob MAKANI]; Chama Cha Mapinduzi or CCM (Revolutionary Party) [Jakaya Mrisho KIKWETE]; Civic United Front or CUF [Ibrahim LIPUMBA]; Democratic Party [Christopher MTIKLA] (unregistered); Tanzania Labor Party or TLP [Augustine Lyatonga MREME]; United Democratic Party or UDP [John CHEYO] |
| **Thailand** | Democrat Party or DP (Prachathipat Party) [ABHISIT Wetchachiwa] (ABHISIT Vejjajiva); People's Party or PP (Mahachon Party) [ANEK Laothamatas]; People Power Party (Palang Prachachon Party) or PPP [SAMAK Sunthorawet] (SAMAK Sundaravej]; Thai Nation Party or TNP (Chat Thai Party) [BARNHARN SILPA-ARCHA]; Thai Party (Thai Rak) or TRT [CHATURON Chaisang]; note - dissolved by Constitutional Tribunal on 30 May 2007 |
| **Timor-Leste** | Democratic Party or PD [Fernando de ARAUJO]; National Congress for Timorese Reconstruction or CNRT [Xanana GUSMAO]; National Democratic Union of Timorese Resistance or UNDERTIM [Cornelio DA Conceicao GAMA]; National Unity Party or PUN [Fernanda BORGES]; People's Party of Timor or PPT [Jacob XAVIER]; Revolutionary Front of Independent Timor-Leste or FRETILIN [Francisco Guterres Lu OLO]; Social Democratic Association of Timor or ASDT [Francisco Xavier do AMARAL]; Social Democratic Party or PSD [Mario CARRASCALAO]; Sons of the Mountain Warriors or KOTA [Clementino dos Reis AMARAL] (also known as Association of Timorese Heroes) |
| **Togo** | Action Committee for Renewal or CAR [Yawovi AGBOYIBO]; Democratic Convention of African Peoples or CDPA; Democratic Party for Renewal or PDR; Juvento [Monsilia DJATO]; Movement of the Believers of Peace and Equality or MOCEP; Pan-African Patriotic Convergence or CPP; Rally for the Support for Development and Democracy or RSDD [Harry OLYMPIO]; Rally of the Togolese People or RPT [Faure GNASSINGBE]; Socialist Pact for Renewal or PSR; Union for Democracy and Social Progress or UDPS [Gagou KOKOU]; Union of Forces for a Change or UFC [Gilchrist OLYMPIO] |
| **Tokelau** | none |
| **Tonga** | People's Democratic Party [Tesina FUKO] |
| **Trinidad and Tobago** | Congress of the People [Winston DOOKERAN]; Democratic Action Congress or DAC [Hochoy CHARLES] (only active in Tobago); Democratic National Alliance or DNA [Gerald YETMING] (coalition of NAR, DDPT, MND); Movement for National Development or MND [Garvin NICHOLAS]; National Alliance for Reconstruction or NAR [Dr. Carson CHARLES]; People's National Movement or PNM [Patrick MANNING]; United National Congress or UNC [Basdeo PANDAY] |
| **Tunisia** | Al-Tajdid Movement [Ali HALOUANI]; Constitutional Democratic Rally Party (Rassemblement Constitutionnel Democratique) or RCD (official ruling party) [President Zine El Abidine BEN ALI]; Green Party for Progress or PVP [Mongi KHAMASSI]; Liberal Social Party or PSL [Mounir BEJI]; Movement of Socialist Democrats or MDS [Ismail BOULAHYA]; Popular Unity Party or PUP [Mohamed BOUCHIHA]; Progressive Democratic Party [Nejib CHEBBI]; Unionist Democratic Union or UDU [Ahmed INOUBLI] |
| **Turkey** | Anavatan Partisi (Motherland Party) or Anavatan [Erkan MUMCU]; Democratic Left Party or DSP [Mehmet Zeki SEZER]; Democratic Society Party or DTP [Ahmet TURK]; Felicity Party or SP [Recai KUTAN] (sometimes translated as Contentment Party); Justice and Development Party or AKP [Recep Tayyip ERDOGAN]; Nationalist Action Party or MHP [Devlet BAHCELI] (sometimes translated as Nationalist Movement Party); People's Rise Party (Halkin Yukselisi Partisi) or HYP [Yasar Nuri OZTURK]; Republican People's Party or CHP [Deniz BAYKAL]; Social Democratic People's Party or SHP [Murat KARAYALCIN]; True Path Party or DYP [Mehmet AGAR] (sometimes translated as Correct Way Party); Young Party or GP [Cem Cengiz UZAN] |
| | *note:* the parties listed above are some of the more significant of the 49 parties that Turkey had on 1 December 2004 |
| **Turkmenistan** | Democratic Party of Turkmenistan or DPT |
| | *note:* formal opposition parties are outlawed; unofficial, small opposition movements exist underground or in foreign countries; the two most prominent opposition groups-in-exile have been National Democratic Movement of Turkmenistan (NDMT) and the United Democratic Party of Turkmenistan (UDPT); NDMT was led by former Foreign Minister Boris SHIKHMURADOV until his arrest and imprisonment in the wake of the 25 November 2002 assassination attempt on President NIYAZOV; UDPT is led by former Foreign Minister Abdy KULIEV and is based in Moscow |
| **Turks and Caicos Islands** | People's Democratic Movement or PDM [Floyd SEYMOUR]; Progressive National Party or PNP [Michael Eugene MISICK] |
| **Tuvalu** | there are no political parties but members of Parliament usually align themselves in informal groupings |
| **Uganda** | Conservative Party or CP [Ken LUKYAMUZI]; Democratic Party or DP [Kizito SSEBAANA]; Forum for Democratic Change or FDC [Kizza BESIGYE]; Justice Forum or JEEMA [Muhammad Kibirige MAYANJA]; National Democrats Forum [Chapaa KARUHANGA]; National Resistance Movement or NRM [Yoweri MUSEVENI]; Ugandan People's Congress or UPC [Miria OBOTE] |
| | *note:* a national referendum in July 2005 opened the way for Uganda's transition to a multi-party political system |
| **Ukraine** | Communist Party of Ukraine or CPU [Petro SYMONENKO]; Fatherland Party (Batkivshchyna) [Yuliya TYMOSHENKO]; Our Ukraine-People's Self Defense [Viktor YUSHCHENKO]; Party of Industrialists and Entrepreneurs [Anatoliy KINAKH]; People's Movement of Ukraine (Rukh) [Borys TARASYUK]; People's Party [Volodymyr LYTVYN]; PORA! (It's Time!) party [Vladyslav KASKIV]; Progressive Socialist Party [Natalya VITRENKO]; Reforms and Order Party [Viktor PYNZENYK]; Party of Regions [Viktor YANUKOVYCH]; Republican Party [Yuriy BOYKO]; Social Democratic Party (United) or SDPU(o) [Viktor MEDVEDCHUK]; Socialist Party of Ukraine or SPU [Oleksandr MOROZ, chairman]; Ukrainian People's Party [Yuriy KOSTENKO]; Viche [Inna BOHUSLOVSKA] |
| **United Arab Emirates** | none |
| **United Kingdom** | Conservative and Unionist Party [David CAMERON]; Democratic Unionist Party (Northern Ireland) [Rev. Ian PAISLEY]; Labor Party [Gordon BROWN]; Liberal Democrats [acting leader Vince CABLE]; Party of Wales (Plaid Cymru) [Ieuan Wyn JONES]; Scottish National Party or SNP [Alex SALMOND]; Sinn Fein (Northern Ireland) [Gerry ADAMS]; Social Democratic and Labor Party or SDLP (Northern Ireland) [Mark DURKAN]; Ulster Unionist Party (Northern Ireland) [Sir Reg EMPEY] |
| **United States** | Democratic Party [Howard DEAN]; Green Party; Libertarian Party [William (Bill) REDPATH]; Republican Party [Robert M. (Mike) DUNCAN] |
| **Uruguay** | Broad Front Coalition (Frente Amplio) [Jorge BROVETTO] (formerly known as the Progressive Encounter/Broad Front Coalition or EP-FA); Colorado Party [Julio Maria SANGUINETTI]; Independent Party (Partido Independiente) [Pablo MIERES]; Movement of Popular Participation or MPP [Jose MUJICA]; National Party or Blanco [Jorge LARRANAGA]; New Sector/Space Coalition (Nuevo Espacio) [Rafael MICHELINI]; Uruguayan Assembly or Asamblea Uruguay [Danilo ASTORI] |
| **Uzbekistan** | Adolat (Justice) Social Democratic Party [Dilorom TASHMUHAMMEDOVA]; Democratic National Rebirth Party (Milly Tiklanish) or MTP [Hurshid DOSMUHAMMEDOV]; Fidokorlar National Democratic Party (Self-Sacrificers) [Ahtam TURSUNOV]; Liberal Democratic Party of Uzbekistan or LDPU [Adham SHADMANOV; People's Democratic Party or NDP (formerly Communist Party) [Asliddin RUSTAMOV] |
| **Vanuatu** | Jon Frum Movement [Song KEASPAI]; Melanesian Progressive Party or MPP [Barak SOPE]; National United Party or NUP [Hem LINI]; Union of Moderate Parties or UMP [Serge VOHOR]; Vanua'aku Pati (Our Land Party) or VP [Edward NATAPEI]; Vanuatu Greens Party or VGP [Moana CARCASSES]; Vanuatu Republican Party or VRP [Maxime Carlot KORMAN] |
| **Venezuela** | A New Time or UNT [Manuel ROSALES]; Christian Democrats or COPEI [Cesar PEREZ Vivas]; Democratic Action or AD [Henry RAMOS Allup]; Fatherland for All or PPT [Jose ALBORNOZ]; Fifth Republic Movement or MVR [Hugo CHAVEZ]; Justice First [Julio BORGES]; Movement Toward Socialism or MAS [Hector MUJICA]; Venezuela Project or PV [Henrique SALAS Romer]; We Can or PODEMOS [Ismael GARCIA] |
| **Vietnam** | Communist Party of Vietnam or CPV [Nong Duc MANH]; other parties proscribed |
| **Virgin Islands** | Democratic Party [Arturo WATLINGTON]; Independent Citizens' Movement or ICM [Usie RICHARDS]; Republican Party [Gary SPRAUVE] |
| **Wallis and Futuna** | Lua Kae Tahi (Giscardians); Mouvement des Radicaux de Gauche or MRG; Rally for the Republic or RPR (UMP) [Clovis LOGOLOGOFOLAU]; Socialist Party or PS; Taumu'a Lelei [Soane Muni UHILA]; Union Populaire Locale or UPL [Falakiko GATA]; Union Pour la Democratie Francaise or UDF |
| **Yemen** | General People's Congress or GPC [Abdul-Kader BAJAMMAL]; Islamic Reform Grouping or Islah [Shaykh Abdallah bin Husayn al-AHMAR]; Nasserite Unionist Party [Abdal Malik al-MAKHLAFI]; National Arab Socialist Ba'th Party [Dr. Qasim SALAM]; Yemeni Socialist Party or YSP [Ali Salih MUQBIL]; note - there are at least seven more active political parties |
| **Zambia** | All Peoples Congress Party [Winright NGONDO]; Forum for Democracy and Development or FDD [Edith NAWAKWI]; Heritage Party or HP [Godfrey MIYANDA]; Liberal Progressive Front or LPF [Roger CHONGWE]; Movement for Multiparty Democracy or MMD [Levy MWANAWASA]; National Democratic Focus or NDF; Patriotic Front or PF [Michael SATA]; Party of Unity for Democracy and Development or PUDD [Dan PULE]; Reform Party [Nevers MUMBA]; United Democratic Alliance or UDA; United Liberal Party or ULP [Sakwiba SIKOTA]; United National Independence Party or UNIP [Tilyenji KAUNDA]; United Party for National Development or UPND [Hakainde HICHILEMA]; Zambia Democratic Congress or ZADECO [Langton SICHONE]; Zambian Republican Party or ZRP [Benjamin MWILA] |
| **Zimbabwe** | African National Party or ANP; Movement for Democratic Change or MDC [Morgan TSVANGIRAI, anti-Senate faction; Arthur MUTAMBARA, pro-Senate faction]; Peace Action is Freedom for All or PAFA; United Parties [Abel MUZOREWA]; United People's Party [Daniel SHUMBA]; Zimbabwe African National Union-Ndonga or ZANU-Ndonga [Wilson KUMBULA]; Zimbabwe African National Union-Patriotic Front or ZANU-PF [Robert Gabriel MUGABE]; Zimbabwe African Peoples Union or ZAPU [Agrippa MADLELA]; Zimbabwe Youth in Alliance or ZIYA |

This page was last updated on 13 December, 2007
 
